name,version,licence,licensor,homepage,scope
kind-of,6.0.3,MIT,Jon Schlinkert,https://github.com/jonschlinkert/kind-of,runtime
lambda-runtimes,3.0.0,Apache-2.0,,https://github.com/architect/lambda-runtimes#readme,runtime
language-subtag-registry,0.3.23,CC0-1.0,,https://github.com/mattcg/language-subtag-registry,build/dev
language-tags,1.0.9,MIT,Matthew Caruana Galizia,https://github.com/mattcg/language-tags,build/dev
lenis,1.3.26,MIT,darkroom.engineering,https://github.com/darkroomengineering/lenis,runtime
leven,4.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/leven#readme,runtime
levn,0.4.1,MIT,George Zahariev,https://github.com/gkz/levn,build/dev
lightningcss,1.32.0,MPL-2.0,,https://github.com/parcel-bundler/lightningcss#readme,build/dev
lightningcss,1.33.0,MPL-2.0,,https://github.com/parcel-bundler/lightningcss#readme,runtime
lightningcss-darwin-arm64,1.33.0,MPL-2.0,,https://github.com/parcel-bundler/lightningcss#readme,runtime
lilconfig,3.1.3,MIT,antonk52,https://github.com/antonk52/lilconfig#readme,runtime
locate-path,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/locate-path#readme,runtime
locate-path,6.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/locate-path#readme,build/dev
lodash,4.18.1,MIT,John-David Dalton,https://lodash.com/,runtime
lodash-es,4.18.1,MIT,John-David Dalton,https://lodash.com/custom-builds,runtime
lodash.debounce,4.0.8,MIT,John-David Dalton,https://lodash.com/,runtime
lodash.isplainobject,4.0.6,MIT,John-David Dalton,https://lodash.com/,runtime
lodash.merge,4.6.2,MIT,John-David Dalton,https://lodash.com/,build/dev
log-symbols,7.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/log-symbols#readme,runtime
loose-envify,1.4.0,MIT,Andres Suarez,https://github.com/zertosh/loose-envify,runtime
lru-cache,11.5.2,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/node-lru-cache#readme,runtime
lru-cache,5.1.1,ISC,Isaac Z. Schlueter,https://github.com/isaacs/node-lru-cache#readme,runtime
magic-string,0.30.21,MIT,Rich Harris,https://github.com/Rich-Harris/magic-string#readme,build/dev
make-dir,2.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/make-dir#readme,runtime
math-intrinsics,1.1.0,MIT,Jordan Harband,https://github.com/es-shims/math-intrinsics#readme,runtime
md5-o-matic,0.1.1,MIT,Trent Millar,https://github.com/trentmillar/md5-o-matic,runtime
mdn-data,2.27.1,CC0-1.0,Mozilla Developer Network,https://developer.mozilla.org,runtime
media-chrome,4.19.2,MIT,@muxinc,https://github.com/muxinc/media-chrome#readme,runtime
media-tracks,0.3.5,MIT,@muxinc,https://github.com/muxinc/media-tracks#readme,runtime
mendoza,3.0.8,MIT,Sanity.io,https://www.sanity.io/,runtime
merge2,1.4.1,MIT,,https://github.com/teambition/merge2,runtime
micromatch,4.0.8,MIT,Jon Schlinkert,https://github.com/micromatch/micromatch,runtime
mime-db,1.52.0,MIT,,https://github.com/jshttp/mime-db#readme,runtime
mime-db,1.54.0,MIT,,https://github.com/jshttp/mime-db#readme,runtime
mime-types,2.1.35,MIT,,https://github.com/jshttp/mime-types#readme,runtime
mime-types,3.0.2,MIT,,https://github.com/jshttp/mime-types#readme,runtime
mimic-function,5.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/mimic-function#readme,runtime
mimic-response,3.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/mimic-response#readme,runtime
min-document,2.19.2,MIT,Raynos,https://github.com/Raynos/min-document,runtime
minimatch,10.2.6,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/minimatch#readme,runtime
minimatch,3.1.5,ISC,Isaac Z. Schlueter,https://github.com/isaacs/minimatch#readme,build/dev
minimist,1.2.8,MIT,James Halliday,https://github.com/minimistjs/minimist,runtime
minipass,7.1.3,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/minipass#readme,runtime
minizlib,3.1.0,MIT,Isaac Z. Schlueter,https://github.com/isaacs/minizlib#readme,runtime
motion,13.1.1,MIT,Matt Perry,https://github.com/motiondivision/motion#readme,runtime
motion-dom,13.1.1,MIT,Matt Perry,https://github.com/motiondivision/motion#readme,runtime
motion-utils,13.0.0,MIT,Matt Perry,https://github.com/motiondivision/motion#readme,runtime
ms,2.1.3,MIT,,https://github.com/vercel/ms#readme,runtime
mute-stream,2.0.0,ISC,GitHub Inc.,https://github.com/npm/mute-stream#readme,runtime
mute-stream,3.0.0,ISC,GitHub Inc.,https://github.com/npm/mute-stream#readme,runtime
mux-embed,5.18.1,MIT,"Mux, Inc",,runtime
nano-pubsub,3.0.0,MIT,Bjørge Næss,https://github.com/bjoerge/nano-pubsub#readme,runtime
nanoid,3.3.18,MIT,Andrey Sitnik,https://github.com/ai/nanoid#readme,runtime
nanoid,5.1.16,MIT,Andrey Sitnik,https://github.com/ai/nanoid#readme,runtime
nanoid,6.0.1,MIT,Andrey Sitnik,https://github.com/ai/nanoid#readme,runtime
napi-postinstall,0.3.4,MIT,JounQin,https://github.com/un-ts/napi-postinstall#readme,build/dev
natural-compare,1.4.0,MIT,Lauri Rooden,https://github.com/litejs/natural-compare-lite#readme,build/dev
next,16.3.0,MIT,,https://nextjs.org,runtime
next-sanity,13.3.3,MIT,Sanity.io,https://github.com/sanity-io/next-sanity#readme,runtime
node-exports-info,1.6.2,MIT,Jordan Harband,https://github.com/inspect-js/node-exports-info#readme,build/dev
node-html-parser,7.1.0,MIT,Xiaoyi Shi,https://github.com/taoqf/node-fast-html-parser,runtime
node-releases,2.0.53,MIT,Sergey Rubanov,https://github.com/chicoxyzzy/node-releases#readme,runtime
normalize-path,3.0.0,MIT,Jon Schlinkert,https://github.com/jonschlinkert/normalize-path,runtime
npm-run-path,6.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/npm-run-path#readme,runtime
nth-check,2.1.1,BSD-2-Clause,Felix Boehm,https://github.com/fb55/nth-check,runtime
object-assign,4.1.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/object-assign#readme,runtime
object-inspect,1.13.4,MIT,James Halliday,https://github.com/inspect-js/object-inspect,runtime
object-keys,1.1.1,MIT,Jordan Harband,https://github.com/ljharb/object-keys#readme,runtime
object.assign,4.1.7,MIT,Jordan Harband,https://github.com/ljharb/object.assign#readme,build/dev
object.entries,1.1.9,MIT,Jordan Harband,https://github.com/es-shims/Object.entries#readme,build/dev
object.fromentries,2.0.8,MIT,Jordan Harband,https://github.com/es-shims/Object.fromEntries#readme,build/dev
object.groupby,1.0.3,MIT,Jordan Harband,https://github.com/es-shims/Object.groupBy#readme,build/dev
object.values,1.2.1,MIT,Jordan Harband,https://github.com/es-shims/Object.values#readme,build/dev
observable-callback,1.0.3,MIT,Bjørge Næss,https://github.com/bjoerge/observable-callback#readme,runtime
obug,2.1.4,MIT,Kevin Deng,https://github.com/sxzz/obug#readme,runtime
once,1.4.0,ISC,Isaac Z. Schlueter,https://github.com/isaacs/once#readme,runtime
oneline,2.0.0,MIT,Espen Hovlandsdal,https://github.com/rexxars/oneline#readme,runtime
onetime,7.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/onetime#readme,runtime
open,11.0.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/open#readme,runtime
optionator,0.9.4,MIT,George Zahariev,https://github.com/gkz/optionator,build/dev
ora,9.4.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/ora#readme,runtime
own-keys,1.0.2,MIT,Jordan Harband,https://github.com/ljharb/own-keys#readme,build/dev
p-limit,2.3.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-limit#readme,runtime
p-limit,3.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-limit#readme,build/dev
p-locate,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-locate#readme,runtime
p-locate,5.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-locate#readme,build/dev
p-map,7.0.7,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-map#readme,runtime
p-queue,9.3.3,MIT,,https://github.com/sindresorhus/p-queue#readme,runtime
p-timeout,7.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-timeout#readme,runtime
p-try,2.2.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/p-try#readme,runtime
pako,0.2.9,MIT,,https://github.com/nodeca/pako,runtime
parent-module,1.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/parent-module#readme,build/dev
parse-entities,4.0.2,MIT,Titus Wormer,https://github.com/wooorm/parse-entities#readme,runtime
parse-headers,2.0.6,MIT,David Björklund,https://github.com/kesla/parse-headers,runtime
parse-ms,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/parse-ms#readme,runtime
parse5,8.0.1,MIT,Ivan Nikulin,https://parse5.js.org,runtime
path-exists,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/path-exists#readme,runtime
path-exists,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/path-exists#readme,build/dev
path-key,3.1.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/path-key#readme,runtime
path-key,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/path-key#readme,runtime
path-parse,1.0.7,MIT,Javier Blanco,https://github.com/jbgutierrez/path-parse#readme,runtime
path-type,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/path-type#readme,runtime
pathe,2.0.3,MIT,,https://github.com/unjs/pathe#readme,runtime
peek-stream,1.1.3,MIT,Mathias Buus,https://github.com/mafintosh/peek-stream,runtime
performance-now,2.1.0,MIT,Braveg1rl,https://github.com/braveg1rl/performance-now,runtime
picocolors,1.1.1,ISC,Alexey Raspopov,https://github.com/alexeyraspopov/picocolors#readme,runtime
picomatch,2.3.2,MIT,Jon Schlinkert,https://github.com/micromatch/picomatch,runtime
picomatch,4.0.5,MIT,Jon Schlinkert,https://github.com/micromatch/picomatch,runtime
pify,4.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/pify#readme,runtime
pirates,4.0.7,MIT,Ari Porad,https://github.com/danez/pirates#readme,runtime
pkg-dir,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/pkg-dir#readme,runtime
player.style,0.3.4,MIT,@muxinc,https://github.com/muxinc/player.style#readme,runtime
pluralize-esm,9.0.5,MIT,Sanity.io,https://github.com/sanity-io/pluralize-esm#readme,runtime
polished,4.3.1,MIT,Brian Hough,https://polished.js.org,runtime
possible-typed-array-names,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/possible-typed-array-names#readme,build/dev
postcss,8.5.23,MIT,Andrey Sitnik,https://postcss.org/,runtime
postcss,8.5.26,MIT,Andrey Sitnik,https://postcss.org/,runtime
powershell-utils,0.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/powershell-utils#readme,runtime
powershell-utils,0.2.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/powershell-utils#readme,runtime
prelude-ls,1.2.1,MIT,George Zahariev,http://preludels.com,build/dev
prettier,3.9.6,MIT,James Long,https://prettier.io,runtime
pretty-ms,9.3.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/pretty-ms#readme,runtime
process,0.11.10,MIT,Roman Shtylman,https://github.com/shtylman/node-process#readme,runtime
process-nextick-args,2.0.1,MIT,,https://github.com/calvinmetcalf/process-nextick-args,runtime
promise-props-recursive,2.0.2,MIT,Espen Hovlandsdal,https://github.com/rexxars/promise-props-recursive#readme,runtime
prop-types,15.8.1,MIT,,https://facebook.github.io/react/,runtime
property-information,7.2.0,MIT,Titus Wormer,https://github.com/wooorm/property-information#readme,runtime
proto-list,1.2.4,ISC,Isaac Z. Schlueter,https://github.com/isaacs/proto-list#readme,runtime
pump,2.0.1,MIT,Mathias Buus Madsen,https://github.com/mafintosh/pump#readme,runtime
pump,3.0.4,MIT,Mathias Buus Madsen,https://github.com/mafintosh/pump#readme,runtime
pumpify,1.5.1,MIT,Mathias Buus,https://github.com/mafintosh/pumpify,runtime
punycode,2.3.1,MIT,Mathias Bynens,https://mths.be/punycode,runtime
queue-microtask,1.2.3,MIT,Feross Aboukhadijeh,https://github.com/feross/queue-microtask,runtime
quick-lru,7.3.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/quick-lru#readme,runtime
raf,3.4.1,MIT,Chris Dickinson,https://github.com/chrisdickinson/raf#readme,runtime
react,19.2.8,MIT,,https://react.dev/,runtime
react-clientside-effect,1.2.8,MIT,Dan Abramov,https://github.com/thekashey/react-clientside-effect,runtime
react-compiler-runtime,1.0.0,MIT,,https://github.com/facebook/react#readme,runtime
react-dom,19.2.8,MIT,,https://react.dev/,runtime
react-error-boundary,6.1.3,MIT,Brian Vaughn,https://react-error-boundary-lib.vercel.app/,runtime
react-fast-compare,3.2.2,MIT,Chris Bolin,https://github.com/FormidableLabs/react-fast-compare,runtime
react-focus-lock,2.13.7,MIT,theKashey,https://github.com/theKashey/react-focus-lock#readme,runtime
react-i18next,17.0.12,MIT,Jan Mühlemann,https://github.com/i18next/react-i18next,runtime
react-is,16.13.1,MIT,,https://react.dev/,runtime
react-is,19.2.8,MIT,,https://react.dev/,runtime
react-refractor,4.0.0,MIT,Espen Hovlandsdal,https://github.com/rexxars/react-refractor#readme,runtime
react-rx,4.2.5,MIT,Sanity.io,https://react-rx.dev,runtime
react-rx,6.0.0,MIT,Sanity.io,https://react-rx.dev,runtime
readable-stream,2.3.8,MIT,,https://github.com/nodejs/readable-stream#readme,runtime
readable-stream,3.6.2,MIT,,https://github.com/nodejs/readable-stream#readme,runtime
readdirp,3.6.0,MIT,Thorsten Lorenz,https://github.com/paulmillr/readdirp,runtime
readdirp,5.1.1,MIT,Thorsten Lorenz,https://github.com/paulmillr/readdirp,runtime
redeyed,2.1.1,MIT,Thorsten Lorenz,https://github.com/thlorenz/redeyed#readme,runtime
reflect.getprototypeof,1.0.10,MIT,Jordan Harband,https://github.com/es-shims/Reflect.getPrototypeOf,build/dev
refractor,5.0.0,MIT,Titus Wormer,https://github.com/wooorm/refractor#readme,runtime
regenerate,1.4.2,MIT,Mathias Bynens,https://mths.be/regenerate,runtime
regenerate-unicode-properties,10.2.2,MIT,Mathias Bynens,https://github.com/mathiasbynens/regenerate-unicode-properties,runtime
regexp.prototype.flags,1.5.4,MIT,Jordan Harband,https://github.com/es-shims/RegExp.prototype.flags#readme,build/dev
regexpu-core,6.4.0,MIT,Mathias Bynens,https://mths.be/regexpu,runtime
registry-auth-token,5.1.1,MIT,Espen Hovlandsdal,https://github.com/rexxars/registry-auth-token#readme,runtime
registry-url,7.2.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/registry-url#readme,runtime
regjsgen,0.8.0,MIT,Benjamin Tan,https://github.com/bnjmnt4n/regjsgen,runtime
regjsparser,0.13.2,BSD-2-Clause,'Julian Viereck',https://github.com/jviereck/regjsparser,runtime
require-from-string,2.0.2,MIT,Vsevolod Strukchinsky,https://github.com/floatdrop/require-from-string#readme,runtime
reselect,5.3.0,MIT,,https://github.com/reduxjs/reselect#readme,runtime
resolve,1.22.12,MIT,James Halliday,https://github.com/browserify/resolve#readme,runtime
resolve,2.0.0-next.7,MIT,James Halliday,https://github.com/browserify/resolve#readme,build/dev
resolve-from,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/resolve-from#readme,build/dev
resolve-pkg-maps,1.0.0,MIT,Hiroki Osame,https://github.com/privatenumber/resolve-pkg-maps#readme,runtime
restore-cursor,5.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/restore-cursor#readme,runtime
reusify,1.1.0,MIT,Matteo Collina,https://github.com/mcollina/reusify#readme,runtime
rolldown,1.2.6,MIT,,https://rolldown.rs/,runtime
run-applescript,7.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/run-applescript#readme,runtime
run-parallel,1.2.0,MIT,Feross Aboukhadijeh,https://github.com/feross/run-parallel,runtime
rxjs,7.8.2,Apache-2.0,Ben Lesh,https://rxjs.dev,runtime
rxjs-exhaustmap-with-trailing,2.1.1,MIT,Bjørge Næss,https://github.com/bjoerge/rxjs-exhaustmap-with-trailing#readme,runtime
rxjs-mergemap-array,0.1.0,MIT,Bjørge Næss,https://github.com/bjoerge/rxjs-mergemap-array#readme,runtime
safe-array-concat,1.1.4,MIT,Jordan Harband,https://github.com/ljharb/safe-array-concat#readme,build/dev
safe-buffer,5.1.2,MIT,Feross Aboukhadijeh,https://github.com/feross/safe-buffer,runtime
safe-buffer,5.2.1,MIT,Feross Aboukhadijeh,https://github.com/feross/safe-buffer,runtime
safe-push-apply,1.0.0,MIT,Jordan Harband,https://github.com/ljharb/safe-push-apply#readme,build/dev
safe-regex-test,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/safe-regex-test#readme,build/dev
safer-buffer,2.1.2,MIT,Nikita Skovoroda,https://github.com/ChALkeR/safer-buffer#readme,runtime
sanity,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
sanity-plugin-mux-input,5.0.12,MIT,Sanity.io,https://github.com/sanity-io/plugins/tree/main/plugins/sanity-plugin-mux-input#readme,runtime
saxes,6.0.0,ISC,Louis-Dominique Dubeau,https://github.com/lddubeau/saxes#readme,runtime
scheduler,0.27.0,MIT,,https://react.dev/,runtime
scroll-into-view-if-needed,3.1.0,MIT,Cody Olsen,https://scroll-into-view.dev,runtime
scrollmirror,1.2.4,MIT,Rasso Hilber,https://github.com/hirasso/scrollmirror#readme,runtime
semver,5.7.2,ISC,GitHub Inc.,https://github.com/npm/node-semver#readme,runtime
semver,6.3.1,ISC,GitHub Inc.,https://github.com/npm/node-semver#readme,runtime
semver,7.8.5,ISC,GitHub Inc.,https://github.com/npm/node-semver#readme,runtime
set-function-length,1.2.2,MIT,Jordan Harband,https://github.com/ljharb/set-function-length#readme,runtime
set-function-name,2.0.2,MIT,Jordan Harband,https://github.com/ljharb/set-function-name#readme,build/dev
set-proto,1.0.0,MIT,Jordan Harband,https://github.com/ljharb/set-proto#readme,build/dev
sha256-uint8array,0.10.7,MIT,Yusuke Kawasaki,https://github.com/kawanet/sha256-uint8array#readme,runtime
shallow-clone,3.0.1,MIT,Jon Schlinkert,https://github.com/jonschlinkert/shallow-clone,runtime
shallow-equals,1.0.0,MIT,Hugh Kennedy,https://github.com/hughsk/shallow-equals,runtime
sharp,0.35.3,Apache-2.0,Lovell Fuller,https://sharp.pixelplumbing.com,runtime
shebang-command,2.0.0,MIT,Kevin Mårtensson,https://github.com/kevva/shebang-command#readme,runtime
shebang-regex,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/shebang-regex#readme,runtime
side-channel,1.1.1,MIT,Jordan Harband,https://github.com/ljharb/side-channel#readme,build/dev
side-channel-list,1.0.1,MIT,Jordan Harband,https://github.com/ljharb/side-channel-list#readme,build/dev
side-channel-map,1.0.1,MIT,Jordan Harband,https://github.com/ljharb/side-channel-map#readme,build/dev
side-channel-weakmap,1.0.2,MIT,Jordan Harband,https://github.com/ljharb/side-channel-weakmap#readme,build/dev
signal-exit,4.1.0,ISC,Ben Coe,https://github.com/tapjs/signal-exit#readme,runtime
simple-wcswidth,1.1.2,MIT,Nahiyan Kamal,https://github.com/console-table-printer/simple-wcswidth#readme,runtime
skills,1.5.23,MIT,,https://github.com/vercel-labs/skills#readme,runtime
slash,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/slash#readme,runtime
smol-toml,1.5.2,BSD-3-Clause,Cynthia Rey,https://github.com/squirrelchat/smol-toml#readme,runtime
smol-toml,1.8.0,BSD-3-Clause,Cynthia Rey,https://github.com/squirrelchat/smol-toml#readme,runtime
source-map,0.6.1,BSD-3-Clause,Nick Fitzgerald,https://github.com/mozilla/source-map,runtime
source-map-js,1.2.1,BSD-3-Clause,Valentin 7rulnik Semirulnik,https://github.com/7rulnik/source-map-js,runtime
source-map-support,0.5.21,MIT,,https://github.com/evanw/node-source-map-support#readme,runtime
space-separated-tokens,2.0.2,MIT,Titus Wormer,https://github.com/wooorm/space-separated-tokens#readme,runtime
speakingurl,14.0.1,BSD-3-Clause,Sascha Droste,http://pid.github.io/speakingurl/,runtime
sprintf-js,1.0.3,BSD-3-Clause,Alexandru Marasteanu,https://github.com/alexei/sprintf.js#readme,runtime
stable-hash,0.0.5,MIT,Shu Ding,https://github.com/shuding/stable-hash#readme,build/dev
stdin-discarder,0.3.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/stdin-discarder#readme,runtime
stop-iteration-iterator,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/stop-iteration-iterator#readme,build/dev
stream-shift,1.0.3,MIT,Mathias Buus,https://github.com/mafintosh/stream-shift,runtime
streamx,2.28.1,MIT,Mathias Buus,https://github.com/mafintosh/streamx,runtime
string-argv,0.3.2,MIT,Anthony McCormick,https://github.com/mccormicka/string-argv,runtime
string-width,4.2.3,MIT,Sindre Sorhus,https://github.com/sindresorhus/string-width#readme,runtime
string-width,7.2.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/string-width#readme,runtime
string-width,8.2.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/string-width#readme,runtime
string.prototype.includes,2.0.1,MIT,Mathias Bynens,https://mths.be/includes,build/dev
string.prototype.matchall,4.0.12,MIT,Jordan Harband,https://github.com/es-shims/String.prototype.matchAll#readme,build/dev
string.prototype.repeat,1.0.0,MIT,Mathias Bynens,https://mths.be/repeat,build/dev
string.prototype.trim,1.2.11,MIT,Jordan Harband,https://github.com/es-shims/String.prototype.trim#readme,build/dev
string.prototype.trimend,1.0.10,MIT,Jordan Harband,https://github.com/es-shims/String.prototype.trimEnd#readme,build/dev
string.prototype.trimstart,1.0.8,MIT,Jordan Harband,https://github.com/es-shims/String.prototype.trimStart#readme,build/dev
string_decoder,1.1.1,MIT,,https://github.com/nodejs/string_decoder,runtime
string_decoder,1.3.0,MIT,,https://github.com/nodejs/string_decoder,runtime
strip-ansi,6.0.1,MIT,Sindre Sorhus,https://github.com/chalk/strip-ansi#readme,runtime
strip-ansi,7.2.0,MIT,Sindre Sorhus,https://github.com/chalk/strip-ansi#readme,runtime
strip-bom,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/strip-bom#readme,runtime
strip-final-newline,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/strip-final-newline#readme,runtime
strip-json-comments,3.1.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/strip-json-comments#readme,build/dev
style-mod,4.1.3,MIT,Marijn Haverbeke,https://github.com/marijnh/style-mod#readme,runtime
styled-components,6.5.3,MIT,Glen Maddern,https://styled-components.com,runtime
styled-jsx,5.1.6,MIT,,https://github.com/vercel/styled-jsx#readme,runtime
stylis,4.3.6,MIT,Sultan Tarimo,https://github.com/thysultan/stylis.js,runtime
supports-color,7.2.0,MIT,Sindre Sorhus,https://github.com/chalk/supports-color#readme,build/dev
supports-color,8.1.1,MIT,Sindre Sorhus,https://github.com/chalk/supports-color#readme,runtime
supports-preserve-symlinks-flag,1.0.0,MIT,Jordan Harband,https://github.com/inspect-js/node-supports-preserve-symlinks-flag#readme,runtime
suspend-react,0.1.3,MIT,Paul Henschel,https://github.com/pmndrs/suspend-react#readme,runtime
swr,2.5.1,MIT,,https://swr.vercel.app,runtime
symbol-tree,3.2.4,MIT,Joris van der Wel,https://github.com/jsdom/js-symbol-tree#symbol-tree,runtime
tailwindcss,4.3.3,MIT,,https://tailwindcss.com,build/dev
tapable,2.3.3,MIT,Tobias Koppers @sokra,https://github.com/webpack/tapable,build/dev
tar,7.5.22,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/node-tar#readme,runtime
tar-fs,3.1.3,MIT,Mathias Buus,https://github.com/mafintosh/tar-fs,runtime
tar-stream,3.2.1,MIT,Mathias Buus,https://github.com/mafintosh/tar-stream,runtime
teex,1.0.1,MIT,Mathias Buus,https://github.com/mafintosh/teex,runtime
text-decoder,1.2.7,Apache-2.0,Holepunch,https://github.com/holepunchto/text-decoder#readme,runtime
through2,2.0.5,MIT,Rod Vagg,https://github.com/rvagg/through2#readme,runtime
through2,4.0.2,MIT,Rod Vagg,https://github.com/rvagg/through2#readme,runtime
tinyglobby,0.2.17,MIT,Superchupu,https://superchupu.dev/tinyglobby,runtime
tldts,7.4.11,MIT,Rémi Berson,https://github.com/remusao/tldts#readme,runtime
tldts-core,7.4.11,MIT,Rémi Berson,https://github.com/remusao/tldts#readme,runtime
to-regex-range,5.0.1,MIT,Jon Schlinkert,https://github.com/micromatch/to-regex-range,runtime
tough-cookie,6.0.2,BSD-3-Clause,Jeremy Stashewsky,https://github.com/salesforce/tough-cookie,runtime
tr46,6.0.0,MIT,Sebastian Mayr,https://github.com/jsdom/tr46#readme,runtime
ts-api-utils,2.5.0,MIT,JoshuaKGoldberg,https://github.com/JoshuaKGoldberg/ts-api-utils#readme,build/dev
ts-brand,0.2.0,MIT,Wil Lee,https://github.com/kourge/ts-brand#readme,runtime
tsconfig-paths,3.15.0,MIT,Jonas Kello,https://github.com/dividab/tsconfig-paths#readme,build/dev
tsconfig-paths,4.2.0,MIT,Jonas Kello,https://github.com/dividab/tsconfig-paths#readme,runtime
tslib,2.8.1,0BSD,Microsoft Corp.,https://www.typescriptlang.org/,runtime
tsx,4.23.12,MIT,Hiroki Osame,https://tsx.hirok.io,runtime
tunnel,0.0.6,MIT,Koichi Kobayashi,https://github.com/koichik/node-tunnel/,runtime
tunnel-agent,0.6.0,Apache-2.0,Mikeal Rogers,https://github.com/mikeal/tunnel-agent#readme,runtime
type-check,0.4.0,MIT,George Zahariev,https://github.com/gkz/type-check,build/dev
type-fest,0.21.3,(MIT OR CC0-1.0),Sindre Sorhus,https://github.com/sindresorhus/type-fest#readme,runtime
type-fest,4.41.0,(MIT OR CC0-1.0),Sindre Sorhus,https://github.com/sindresorhus/type-fest#readme,runtime
typed-array-buffer,1.0.3,MIT,Jordan Harband,https://github.com/inspect-js/typed-array-buffer#readme,build/dev
typed-array-byte-length,1.0.3,MIT,Jordan Harband,https://github.com/inspect-js/typed-array-byte-length#readme,build/dev
typed-array-byte-offset,1.0.4,MIT,Jordan Harband,https://github.com/inspect-js/typed-array-byte-offset#readme,build/dev
typed-array-length,1.0.8,MIT,Jordan Harband,https://github.com/inspect-js/typed-array-length#readme,build/dev
typeid-js,0.3.0,Apache-2.0,jetify,https://github.com/jetify-com/typeid-js,runtime
typeid-js,1.2.0,Apache-2.0,jetify,https://github.com/jetify-com/typeid-js,runtime
typescript,5.9.3,Apache-2.0,Microsoft Corp.,https://www.typescriptlang.org/,runtime
typescript-eslint,8.67.0,MIT,,https://typescript-eslint.io/packages/typescript-eslint,build/dev
unbox-primitive,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/unbox-primitive#readme,build/dev
undici,6.28.0,MIT,,https://undici.nodejs.org,runtime
undici,7.29.0,MIT,,https://undici.nodejs.org,runtime
undici-types,6.21.0,MIT,,https://undici.nodejs.org,runtime
unicode-canonical-property-names-ecmascript,2.0.1,MIT,Mathias Bynens,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript,runtime
unicode-match-property-ecmascript,2.0.0,MIT,Mathias Bynens,https://github.com/mathiasbynens/unicode-match-property-ecmascript,runtime
unicode-match-property-value-ecmascript,2.2.1,MIT,Mathias Bynens,https://github.com/mathiasbynens/unicode-match-property-value-ecmascript,runtime
unicode-property-aliases-ecmascript,2.2.0,MIT,Mathias Bynens,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript,runtime
unicorn-magic,0.3.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/unicorn-magic#readme,runtime
